;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;Bank deposit(target);n_marital;b_default;b_housing;b_loan;n_poutcome;b_deposit
4826;56;blue-collar;married;secondary;no;2561.0;no;no;unknown;20.0;jun;13.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4827;56;entrepreneur;married;unknown;no;575.0;no;no;unknown;20.0;jun;18.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4828;56;unknown;married;unknown;no;778.0;no;no;unknown;20.0;jun;32.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4829;56;retired;married;tertiary;no;5769.0;no;no;unknown;20.0;jun;15.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4830;56;blue-collar;divorced;unknown;no;1363.0;no;no;unknown;23.0;jun;54.0;3.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4831;56;housemaid;married;secondary;no;594.0;yes;yes;unknown;25.0;jun;151.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4832;56;management;married;tertiary;no;382.0;no;no;unknown;27.0;jun;244.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4833;56;blue-collar;married;primary;no;0.0;no;no;unknown;27.0;jun;291.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4834;56;entrepreneur;married;tertiary;no;-65.0;yes;no;unknown;30.0;jun;45.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4835;56;technician;married;tertiary;no;3082.0;yes;yes;unknown;30.0;jun;444.0;3.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4836;56;admin.;married;secondary;no;20.0;no;no;unknown;3.0;jul;130.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4837;56;entrepreneur;married;secondary;no;938.0;no;yes;unknown;3.0;jul;202.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4838;56;management;divorced;tertiary;no;94.0;no;no;unknown;4.0;jul;121.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4839;56;services;divorced;secondary;no;1347.0;no;yes;unknown;4.0;jul;678.0;2.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4840;56;housemaid;married;primary;no;58.0;no;yes;cellular;7.0;jul;227.0;6.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4841;56;blue-collar;married;primary;no;409.0;yes;no;telephone;7.0;jul;176.0;6.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4842;56;management;married;primary;no;21.0;no;no;cellular;7.0;jul;118.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4843;56;housemaid;divorced;secondary;no;977.0;no;no;cellular;7.0;jul;1200.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4844;56;blue-collar;married;secondary;no;58932.0;no;no;telephone;7.0;jul;339.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4845;56;blue-collar;divorced;primary;no;12.0;no;no;cellular;8.0;jul;226.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4846;56;retired;married;tertiary;no;87.0;no;no;cellular;8.0;jul;136.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4847;56;blue-collar;married;primary;no;175.0;no;yes;cellular;8.0;jul;188.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4848;56;entrepreneur;married;tertiary;no;51439.0;no;yes;cellular;8.0;jul;325.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4849;56;admin.;single;secondary;no;-273.0;no;no;cellular;8.0;jul;119.0;2.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
4850;56;retired;married;secondary;no;307.0;no;yes;cellular;8.0;jul;175.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4851;56;housemaid;married;primary;no;306.0;no;yes;cellular;8.0;jul;212.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4852;56;blue-collar;single;secondary;no;663.0;no;yes;cellular;8.0;jul;819.0;3.0;-1.0;0.0;unknown;yes;0;False;False;True;0;True
4853;56;blue-collar;married;secondary;no;339.0;no;no;telephone;8.0;jul;114.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4854;56;technician;married;secondary;no;61.0;no;yes;cellular;8.0;jul;75.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4855;56;blue-collar;married;primary;no;278.0;no;yes;cellular;9.0;jul;261.0;3.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4856;56;technician;married;tertiary;no;787.0;no;yes;cellular;9.0;jul;92.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4857;56;retired;married;tertiary;no;24.0;no;yes;cellular;9.0;jul;44.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4858;56;blue-collar;married;primary;yes;-160.0;no;no;cellular;9.0;jul;96.0;2.0;-1.0;0.0;unknown;no;1;True;False;False;0;False
4859;56;retired;married;primary;no;122.0;no;yes;cellular;9.0;jul;145.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4860;56;technician;married;secondary;no;778.0;no;no;cellular;9.0;jul;659.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4861;56;retired;married;secondary;no;343.0;no;yes;cellular;9.0;jul;77.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4862;56;management;married;tertiary;no;318.0;no;yes;telephone;9.0;jul;246.0;3.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4863;56;management;single;secondary;no;237.0;yes;no;telephone;9.0;jul;236.0;4.0;-1.0;0.0;unknown;no;0;False;True;False;0;False
4864;56;self-employed;married;secondary;no;800.0;no;yes;cellular;9.0;jul;170.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4865;56;management;married;secondary;no;1560.0;yes;no;cellular;9.0;jul;89.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4866;56;retired;married;secondary;no;289.0;no;no;cellular;10.0;jul;226.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4867;56;management;divorced;tertiary;no;3885.0;yes;no;cellular;10.0;jul;51.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
4868;56;retired;divorced;secondary;no;-890.0;yes;no;cellular;10.0;jul;467.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
4869;56;admin.;divorced;primary;no;0.0;no;yes;cellular;10.0;jul;542.0;1.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4870;56;management;married;tertiary;no;1674.0;yes;yes;cellular;10.0;jul;143.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4871;56;services;married;primary;no;966.0;no;yes;cellular;10.0;jul;68.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4872;56;services;divorced;secondary;no;140.0;no;no;cellular;10.0;jul;173.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4873;56;admin.;married;secondary;no;510.0;yes;no;cellular;10.0;jul;288.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4874;56;retired;divorced;secondary;no;275.0;yes;yes;cellular;10.0;jul;323.0;1.0;-1.0;0.0;unknown;no;-1;False;True;True;0;False
4875;56;retired;married;tertiary;no;89.0;no;no;telephone;10.0;jul;83.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4876;56;management;married;tertiary;no;586.0;no;no;telephone;10.0;jul;123.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4877;56;blue-collar;single;primary;no;533.0;no;yes;cellular;11.0;jul;166.0;1.0;-1.0;0.0;unknown;no;0;False;False;True;0;False
4878;56;technician;married;secondary;no;107.0;no;no;telephone;11.0;jul;52.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4879;56;management;married;tertiary;no;-762.0;yes;yes;cellular;11.0;jul;348.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4880;56;housemaid;married;primary;no;0.0;yes;yes;cellular;11.0;jul;118.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4881;56;entrepreneur;married;tertiary;no;40.0;no;yes;cellular;11.0;jul;123.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4882;56;retired;married;tertiary;no;142.0;no;yes;cellular;14.0;jul;329.0;5.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4883;56;management;married;tertiary;no;1631.0;yes;no;cellular;15.0;jul;376.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4884;56;admin.;married;secondary;no;105.0;no;no;telephone;15.0;jul;80.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4885;56;unemployed;divorced;primary;no;109.0;no;no;cellular;15.0;jul;924.0;4.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4886;56;management;married;primary;no;17.0;yes;no;cellular;15.0;jul;123.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4887;56;blue-collar;married;primary;no;563.0;no;no;telephone;16.0;jul;51.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4888;56;blue-collar;married;secondary;no;0.0;no;yes;cellular;16.0;jul;390.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4889;56;management;divorced;tertiary;no;-563.0;no;no;cellular;16.0;jul;79.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4890;56;blue-collar;married;secondary;no;-199.0;no;yes;cellular;16.0;jul;428.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4891;56;self-employed;married;secondary;no;14.0;no;no;cellular;16.0;jul;239.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4892;56;blue-collar;married;primary;no;0.0;yes;no;cellular;16.0;jul;1222.0;1.0;-1.0;0.0;unknown;yes;1;False;True;False;0;True
4893;56;management;married;tertiary;no;23.0;yes;no;cellular;16.0;jul;156.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4894;56;unemployed;married;secondary;no;2629.0;no;no;cellular;16.0;jul;293.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4895;56;blue-collar;married;primary;no;0.0;yes;no;cellular;17.0;jul;82.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4896;56;housemaid;divorced;primary;no;864.0;no;no;telephone;17.0;jul;46.0;6.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4897;56;management;married;tertiary;no;171.0;no;yes;telephone;17.0;jul;610.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4898;56;retired;divorced;secondary;no;212.0;no;yes;telephone;17.0;jul;27.0;1.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4899;56;blue-collar;divorced;primary;yes;-1.0;no;no;cellular;18.0;jul;304.0;3.0;-1.0;0.0;unknown;no;-1;True;False;False;0;False
4900;56;technician;divorced;secondary;no;179.0;no;no;cellular;18.0;jul;536.0;1.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
4901;56;entrepreneur;married;tertiary;no;21.0;no;no;cellular;21.0;jul;118.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4902;56;blue-collar;married;primary;no;826.0;yes;no;cellular;21.0;jul;853.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4903;56;retired;divorced;tertiary;no;158.0;no;yes;cellular;21.0;jul;854.0;1.0;-1.0;0.0;unknown;yes;-1;False;False;True;0;True
4904;56;housemaid;married;secondary;no;619.0;yes;no;telephone;21.0;jul;65.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4905;56;retired;married;secondary;no;334.0;no;no;cellular;21.0;jul;101.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4906;56;management;married;tertiary;no;217.0;no;yes;cellular;21.0;jul;121.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4907;56;services;married;primary;no;486.0;no;yes;telephone;21.0;jul;1877.0;1.0;-1.0;0.0;unknown;yes;1;False;False;True;0;True
4908;56;retired;married;primary;no;340.0;yes;no;cellular;21.0;jul;1220.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4909;56;technician;divorced;secondary;no;672.0;no;no;cellular;21.0;jul;71.0;9.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4910;56;management;married;primary;no;405.0;no;no;cellular;21.0;jul;251.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4911;56;retired;married;primary;no;161.0;no;yes;cellular;22.0;jul;121.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4912;56;blue-collar;married;secondary;no;345.0;yes;no;telephone;22.0;jul;605.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4913;56;entrepreneur;married;tertiary;no;693.0;no;no;cellular;22.0;jul;89.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4914;56;technician;married;secondary;no;205.0;no;yes;cellular;23.0;jul;442.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4915;56;retired;divorced;tertiary;no;2370.0;no;no;cellular;23.0;jul;376.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4916;56;blue-collar;married;primary;no;187.0;yes;no;cellular;23.0;jul;156.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4917;56;blue-collar;married;primary;no;173.0;yes;yes;telephone;23.0;jul;31.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4918;56;services;divorced;secondary;no;191.0;no;no;cellular;23.0;jul;335.0;3.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4919;56;services;married;secondary;no;-229.0;no;yes;cellular;23.0;jul;55.0;10.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4920;56;retired;married;tertiary;no;5.0;no;no;cellular;23.0;jul;122.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4921;56;admin.;divorced;secondary;no;-429.0;no;yes;cellular;23.0;jul;229.0;4.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4922;56;management;married;tertiary;no;94.0;no;no;cellular;23.0;jul;530.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4923;56;blue-collar;married;primary;no;0.0;yes;no;telephone;23.0;jul;293.0;5.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4924;56;retired;married;primary;no;2399.0;yes;no;cellular;23.0;jul;652.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4925;56;blue-collar;married;secondary;no;527.0;no;yes;telephone;23.0;jul;122.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4926;56;management;married;unknown;no;0.0;no;no;cellular;24.0;jul;54.0;29.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4927;56;technician;married;secondary;no;582.0;yes;no;cellular;24.0;jul;114.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4928;56;management;divorced;tertiary;no;535.0;yes;no;cellular;24.0;jul;67.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
4929;56;management;divorced;tertiary;no;1654.0;yes;no;cellular;24.0;jul;335.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
4930;56;technician;married;primary;no;0.0;yes;yes;cellular;24.0;jul;84.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4931;56;housemaid;married;tertiary;no;1922.0;yes;no;cellular;24.0;jul;247.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4932;56;admin.;married;secondary;no;360.0;yes;yes;cellular;24.0;jul;98.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4933;56;management;divorced;tertiary;no;55.0;no;yes;cellular;25.0;jul;154.0;2.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4934;56;management;married;unknown;no;353.0;no;yes;cellular;25.0;jul;171.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4935;56;housemaid;married;primary;no;871.0;no;no;telephone;25.0;jul;149.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4936;56;management;married;tertiary;no;6475.0;no;no;cellular;25.0;jul;200.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4937;56;technician;married;secondary;no;4063.0;no;yes;telephone;28.0;jul;31.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4938;56;management;married;tertiary;no;-1493.0;no;yes;cellular;28.0;jul;119.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4939;56;blue-collar;divorced;secondary;no;1346.0;no;yes;cellular;28.0;jul;240.0;3.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4940;56;admin.;divorced;secondary;no;1026.0;yes;no;cellular;28.0;jul;173.0;2.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
4941;56;management;divorced;tertiary;no;-141.0;no;no;cellular;28.0;jul;101.0;4.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4942;56;technician;married;secondary;no;76.0;yes;no;cellular;28.0;jul;93.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4943;56;services;married;secondary;no;4763.0;yes;no;telephone;28.0;jul;106.0;6.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4944;56;technician;married;secondary;no;124.0;yes;no;cellular;28.0;jul;341.0;12.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4945;56;management;divorced;tertiary;no;-59.0;no;yes;cellular;28.0;jul;127.0;6.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4946;56;services;married;secondary;no;467.0;no;yes;telephone;29.0;jul;105.0;8.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4947;56;retired;married;secondary;no;6114.0;no;no;telephone;29.0;jul;168.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4948;56;retired;married;primary;no;21.0;no;no;cellular;29.0;jul;324.0;7.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4949;56;services;married;unknown;no;0.0;no;no;cellular;29.0;jul;83.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4950;56;blue-collar;married;unknown;no;6710.0;no;no;cellular;29.0;jul;318.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4951;56;technician;married;secondary;no;1199.0;yes;yes;cellular;29.0;jul;336.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4952;56;blue-collar;married;secondary;no;659.0;yes;no;cellular;29.0;jul;64.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4953;56;blue-collar;divorced;secondary;no;934.0;no;no;cellular;29.0;jul;375.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4954;56;technician;married;secondary;no;332.0;no;no;telephone;29.0;jul;207.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4955;56;retired;married;primary;no;-464.0;yes;no;cellular;29.0;jul;820.0;6.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4956;56;housemaid;married;secondary;no;559.0;no;no;cellular;29.0;jul;69.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4957;56;retired;divorced;secondary;no;-82.0;no;yes;cellular;29.0;jul;234.0;6.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4958;56;unknown;married;unknown;no;1032.0;no;no;telephone;29.0;jul;225.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4959;56;services;divorced;secondary;no;1007.0;no;no;cellular;29.0;jul;88.0;6.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4960;56;blue-collar;married;secondary;no;1316.0;no;no;cellular;30.0;jul;76.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4961;56;entrepreneur;divorced;tertiary;no;2975.0;no;yes;cellular;30.0;jul;28.0;13.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4962;56;retired;divorced;primary;no;1177.0;no;no;cellular;30.0;jul;39.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4963;56;blue-collar;married;unknown;no;260.0;yes;no;telephone;30.0;jul;250.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4964;56;housemaid;single;secondary;no;68.0;no;yes;cellular;30.0;jul;85.0;3.0;-1.0;0.0;unknown;no;0;False;False;True;0;False
4965;56;retired;married;secondary;no;485.0;no;no;cellular;30.0;jul;70.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4966;56;unemployed;married;secondary;no;1340.0;no;yes;telephone;30.0;jul;197.0;6.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4967;56;management;married;tertiary;no;247.0;no;no;cellular;30.0;jul;44.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4968;56;self-employed;married;secondary;no;784.0;no;yes;cellular;30.0;jul;149.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4969;56;retired;divorced;secondary;no;1005.0;no;yes;cellular;30.0;jul;69.0;4.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4970;56;retired;married;primary;no;152.0;yes;yes;cellular;30.0;jul;65.0;7.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
4971;56;management;divorced;tertiary;no;66.0;no;yes;cellular;30.0;jul;72.0;4.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4972;56;services;married;secondary;no;5486.0;yes;no;cellular;30.0;jul;251.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4973;56;unemployed;divorced;tertiary;no;0.0;yes;no;cellular;30.0;jul;1259.0;6.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
4974;56;technician;divorced;unknown;no;1939.0;yes;no;cellular;30.0;jul;121.0;3.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
4975;56;unemployed;married;unknown;no;846.0;yes;no;telephone;30.0;jul;213.0;7.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4976;56;management;married;tertiary;no;25290.0;no;no;cellular;31.0;jul;81.0;12.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4977;56;management;married;secondary;no;208.0;no;yes;telephone;31.0;jul;84.0;6.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4978;56;technician;married;unknown;no;689.0;no;no;cellular;31.0;jul;232.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4979;56;entrepreneur;divorced;tertiary;no;3846.0;no;no;cellular;31.0;jul;86.0;7.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
4980;56;management;married;secondary;no;1502.0;no;no;telephone;31.0;jul;119.0;11.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4981;56;retired;married;secondary;no;0.0;no;no;telephone;31.0;jul;45.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4982;56;unknown;married;unknown;no;33.0;no;no;telephone;31.0;jul;26.0;15.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4983;56;technician;divorced;tertiary;no;1593.0;yes;no;cellular;31.0;jul;434.0;4.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
4984;56;retired;married;secondary;no;728.0;no;no;cellular;31.0;jul;107.0;15.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4985;56;blue-collar;married;secondary;no;1362.0;no;no;telephone;31.0;jul;345.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4986;56;technician;married;tertiary;no;1476.0;no;no;telephone;31.0;jul;40.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4987;56;technician;married;tertiary;yes;-736.0;no;no;cellular;31.0;jul;258.0;8.0;-1.0;0.0;unknown;no;1;True;False;False;0;False
4988;56;admin.;married;secondary;no;2796.0;no;no;telephone;31.0;jul;39.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4989;56;blue-collar;married;primary;no;2163.0;no;no;telephone;31.0;jul;31.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4990;56;management;married;tertiary;no;-6.0;no;no;telephone;31.0;jul;29.0;16.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4991;56;services;married;tertiary;no;3480.0;no;no;cellular;4.0;aug;124.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4992;56;blue-collar;married;primary;no;136.0;no;no;cellular;4.0;aug;270.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4993;56;retired;married;secondary;no;277.0;no;no;cellular;4.0;aug;143.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4994;56;blue-collar;married;secondary;no;302.0;no;yes;cellular;4.0;aug;378.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
4995;56;retired;divorced;secondary;no;-166.0;no;yes;cellular;4.0;aug;370.0;2.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
4996;56;blue-collar;married;secondary;no;276.0;no;no;cellular;5.0;aug;269.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4997;56;technician;married;secondary;no;203.0;yes;no;cellular;5.0;aug;335.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
4998;56;retired;married;secondary;no;364.0;no;no;cellular;5.0;aug;105.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
4999;56;retired;married;secondary;no;388.0;yes;no;cellular;5.0;aug;80.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
5000;56;technician;divorced;secondary;no;146.0;yes;no;cellular;5.0;aug;419.0;3.0;-1.0;0.0;unknown;yes;-1;False;True;False;0;True
5001;56;retired;married;secondary;no;753.0;no;yes;cellular;6.0;aug;314.0;6.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
5002;56;management;married;tertiary;no;1483.0;no;no;cellular;6.0;aug;46.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
5003;56;retired;married;secondary;no;0.0;no;no;cellular;6.0;aug;113.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
5004;56;services;married;secondary;yes;-8.0;no;no;cellular;6.0;aug;159.0;2.0;-1.0;0.0;unknown;no;1;True;False;False;0;False
5005;56;housemaid;single;primary;no;801.0;no;no;cellular;6.0;aug;931.0;4.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
5006;56;services;married;secondary;no;144.0;no;no;cellular;6.0;aug;184.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
5007;56;retired;married;primary;no;334.0;no;no;cellular;6.0;aug;128.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
5008;56;retired;married;secondary;no;0.0;no;yes;cellular;7.0;aug;110.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
5009;56;management;married;tertiary;no;3120.0;yes;no;cellular;7.0;aug;666.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
5010;56;management;married;tertiary;no;79.0;no;no;cellular;7.0;aug;82.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
5011;56;blue-collar;married;secondary;no;317.0;no;no;cellular;7.0;aug;112.0;7.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
5012;56;technician;married;secondary;no;1093.0;no;no;cellular;7.0;aug;89.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
5013;56;self-employed;married;secondary;no;445.0;no;no;cellular;7.0;aug;59.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
5014;56;services;married;secondary;no;4719.0;yes;yes;cellular;7.0;aug;82.0;4.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
5015;56;retired;married;secondary;no;255.0;no;no;cellular;7.0;aug;481.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
5016;56;blue-collar;married;primary;no;1214.0;no;yes;cellular;7.0;aug;105.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
